Sr No.,Reference No (URN),"Date of
Purchase",Name of the Purchaser,"Bond
Number",Denominations
4863,00847202107060000001847,06/Jul/2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6856,"1,00,00,000"
4864,00847202107060000001847,06/Jul/2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6864,"1,00,00,000"
4865,00847202107060000001847,06/Jul/2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6862,"1,00,00,000"
4866,00847202107060000001847,06/Jul/2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6860,"1,00,00,000"
4867,00847202107060000001847,06/Jul/2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6858,"1,00,00,000"
4868,00628202107060000001844,06/Jul/2021,NAMIT PURI,1073,"10,00,000"
4869,00628202107060000001844,06/Jul/2021,NAMIT PURI,1066,"10,00,000"
4870,00628202107060000001844,06/Jul/2021,NAMIT PURI,25112,"1,00,000"
4871,00628202107060000001844,06/Jul/2021,NAMIT PURI,25116,"1,00,000"
4872,00628202107060000001844,06/Jul/2021,NAMIT PURI,25114,"1,00,000"
4873,00628202107060000001844,06/Jul/2021,NAMIT PURI,25109,"1,00,000"
4874,00628202107060000001844,06/Jul/2021,NAMIT PURI,25130,"1,00,000"
4875,00628202107060000001844,06/Jul/2021,NAMIT PURI,25124,"1,00,000"
4876,00628202107060000001844,06/Jul/2021,NAMIT PURI,25119,"1,00,000"
4877,00628202107060000001844,06/Jul/2021,NAMIT PURI,25121,"1,00,000"
4878,00628202107060000001844,06/Jul/2021,NAMIT PURI,25106,"1,00,000"
4879,00628202107060000001844,06/Jul/2021,NAMIT PURI,25126,"1,00,000"
4880,00001202107060000001850,06/Jul/2021,PLUTO FINANCE PRIVATE LTD,13832,"10,00,000"
4881,00001202107060000001850,06/Jul/2021,PLUTO FINANCE PRIVATE LTD,13830,"10,00,000"
4882,00001202107060000001850,06/Jul/2021,PLUTO FINANCE PRIVATE LTD,1380,"1,00,000"
4883,00001202107060000001850,06/Jul/2021,PLUTO FINANCE PRIVATE LTD,1382,"1,00,000"
4884,00001202107060000001850,06/Jul/2021,PLUTO FINANCE PRIVATE LTD,1386,"1,00,000"
4885,00001202107060000001850,06/Jul/2021,PLUTO FINANCE PRIVATE LTD,1384,"1,00,000"
4886,00001202107060000001839,06/Jul/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,13921,"10,00,000"
4887,00001202107060000001839,06/Jul/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,1377,"1,00,000"
4888,00001202107060000001839,06/Jul/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9901,"10,000"
4889,00001202107060000001839,06/Jul/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9909,"10,000"
4890,00001202107060000001839,06/Jul/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9905,"10,000"
4891,00001202107060000001839,06/Jul/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9915,"10,000"
4892,00001202107060000001839,06/Jul/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9907,"10,000"
4893,00001202107060000001839,06/Jul/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9903,"10,000"
4894,00001202107060000001839,06/Jul/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9911,"10,000"
4895,00001202107060000001839,06/Jul/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9913,"10,000"
4896,00001202107060000001843,06/Jul/2021,RITESH PROJECTS PVT LTD,8238,"1,00,00,000"
4897,00001202107060000001843,06/Jul/2021,RITESH PROJECTS PVT LTD,8240,"1,00,00,000"
4898,00001202107060000001856,06/Jul/2021,RITESH REAL ESTATES PVT LTD,13841,"10,00,000"
4899,00001202107060000001856,06/Jul/2021,RITESH REAL ESTATES PVT LTD,13839,"10,00,000"
4900,00001202107060000001856,06/Jul/2021,RITESH REAL ESTATES PVT LTD,13837,"10,00,000"
4901,00001202107060000001856,06/Jul/2021,RITESH REAL ESTATES PVT LTD,1395,"1,00,000"
4902,00001202107060000001856,06/Jul/2021,RITESH REAL ESTATES PVT LTD,1393,"1,00,000"
4903,00001202107060000001856,06/Jul/2021,RITESH REAL ESTATES PVT LTD,1389,"1,00,000"
4904,00001202107060000001856,06/Jul/2021,RITESH REAL ESTATES PVT LTD,1391,"1,00,000"
4905,00001202107060000001846,06/Jul/2021,RITESH VANIJYA PRIVATE LIMITED,13941,"10,00,000"
4906,00001202107060000001846,06/Jul/2021,RITESH VANIJYA PRIVATE LIMITED,13943,"10,00,000"
4907,00001202107060000001846,06/Jul/2021,RITESH VANIJYA PRIVATE LIMITED,13945,"10,00,000"
4908,00691202107060000001838,06/Jul/2021,SANJAY KUMAR,12766,"10,00,000"
4909,00001202107060000001837,06/Jul/2021,SAROJIT KUMAR DEY,13937,"10,00,000"
4910,00001202107060000001837,06/Jul/2021,SAROJIT KUMAR DEY,13927,"10,00,000"
4911,00001202107060000001837,06/Jul/2021,SAROJIT KUMAR DEY,13935,"10,00,000"
4912,00001202107060000001837,06/Jul/2021,SAROJIT KUMAR DEY,13929,"10,00,000"
4913,00001202107060000001837,06/Jul/2021,SAROJIT KUMAR DEY,13939,"10,00,000"
4914,00001202107060000001837,06/Jul/2021,SAROJIT KUMAR DEY,13933,"10,00,000"
4915,00001202107060000001837,06/Jul/2021,SAROJIT KUMAR DEY,13931,"10,00,000"
4916,00001202107060000001837,06/Jul/2021,SAROJIT KUMAR DEY,13923,"10,00,000"
4917,00001202107060000001837,06/Jul/2021,SAROJIT KUMAR DEY,13925,"10,00,000"
4918,00001202107060000001837,06/Jul/2021,SAROJIT KUMAR DEY,1378,"1,00,000"
4919,00001202107060000001855,06/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,13838,"10,00,000"
4920,00001202107060000001855,06/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,13842,"10,00,000"
4921,00001202107060000001855,06/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,13834,"10,00,000"
4922,00001202107060000001855,06/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,13836,"10,00,000"
4923,00001202107060000001855,06/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,13840,"10,00,000"
4924,00001202107060000001855,06/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,1396,"1,00,000"
4925,00001202107060000001855,06/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,1394,"1,00,000"
4926,00001202107060000001855,06/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,1392,"1,00,000"
4927,00001202107060000001855,06/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,1388,"1,00,000"
4928,00001202107060000001855,06/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,1390,"1,00,000"
4929,00001202107060000001849,06/Jul/2021,VPL OIL MARKETING PVT LTD,13828,"10,00,000"
4930,00001202107060000001849,06/Jul/2021,VPL OIL MARKETING PVT LTD,13947,"10,00,000"
4931,00001202107060000001849,06/Jul/2021,VPL OIL MARKETING PVT LTD,13826,"10,00,000"
4932,00001202107060000001849,06/Jul/2021,VPL OIL MARKETING PVT LTD,13949,"10,00,000"
4933,00001202107070000001860,07/Jul/2021,CRESCENT POWER LTD,8249,"1,00,00,000"
4934,00001202107070000001860,07/Jul/2021,CRESCENT POWER LTD,8247,"1,00,00,000"
4935,00001202107070000001860,07/Jul/2021,CRESCENT POWER LTD,8279,"1,00,00,000"
4936,00001202107070000001860,07/Jul/2021,CRESCENT POWER LTD,8277,"1,00,00,000"
4937,00001202107070000001860,07/Jul/2021,CRESCENT POWER LTD,8281,"1,00,00,000"
4938,00001202107070000001876,07/Jul/2021,DEEPAK KUMAR AGARWAL,1410,"1,00,000"
4939,00001202107070000001876,07/Jul/2021,DEEPAK KUMAR AGARWAL,1412,"1,00,000"
4940,00001202107070000001876,07/Jul/2021,DEEPAK KUMAR AGARWAL,1418,"1,00,000"
4941,00001202107070000001876,07/Jul/2021,DEEPAK KUMAR AGARWAL,1414,"1,00,000"
4942,00001202107070000001876,07/Jul/2021,DEEPAK KUMAR AGARWAL,1416,"1,00,000"
4943,00001202107070000001876,07/Jul/2021,DEEPAK KUMAR AGARWAL,1420,"1,00,000"
4944,00001202107070000001861,07/Jul/2021,DHARIWAL INFRASTRUCTURE LIMITED,8283,"1,00,00,000"
4945,00001202107070000001861,07/Jul/2021,DHARIWAL INFRASTRUCTURE LIMITED,8291,"1,00,00,000"
4946,00001202107070000001861,07/Jul/2021,DHARIWAL INFRASTRUCTURE LIMITED,8285,"1,00,00,000"
4947,00001202107070000001861,07/Jul/2021,DHARIWAL INFRASTRUCTURE LIMITED,8297,"1,00,00,000"
4948,00001202107070000001861,07/Jul/2021,DHARIWAL INFRASTRUCTURE LIMITED,8293,"1,00,00,000"
4949,00001202107070000001861,07/Jul/2021,DHARIWAL INFRASTRUCTURE LIMITED,8289,"1,00,00,000"
4950,00001202107070000001861,07/Jul/2021,DHARIWAL INFRASTRUCTURE LIMITED,8299,"1,00,00,000"
4951,00001202107070000001861,07/Jul/2021,DHARIWAL INFRASTRUCTURE LIMITED,8287,"1,00,00,000"
4952,00001202107070000001861,07/Jul/2021,DHARIWAL INFRASTRUCTURE LIMITED,8302,"1,00,00,000"
4953,00001202107070000001861,07/Jul/2021,DHARIWAL INFRASTRUCTURE LIMITED,8295,"1,00,00,000"
4954,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8588,"1,00,00,000"
4955,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8627,"1,00,00,000"
4956,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8522,"1,00,00,000"
4957,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8512,"1,00,00,000"
4958,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8592,"1,00,00,000"
4959,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8641,"1,00,00,000"
4960,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8520,"1,00,00,000"
4961,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8515,"1,00,00,000"
4962,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8633,"1,00,00,000"
4963,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8584,"1,00,00,000"
4964,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8635,"1,00,00,000"
4965,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8629,"1,00,00,000"
4966,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8594,"1,00,00,000"
4967,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8509,"1,00,00,000"
4968,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8645,"1,00,00,000"
4969,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8579,"1,00,00,000"
4970,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8600,"1,00,00,000"
4971,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8639,"1,00,00,000"
4972,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8586,"1,00,00,000"
4973,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8598,"1,00,00,000"
4974,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8643,"1,00,00,000"
4975,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8637,"1,00,00,000"
4976,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8524,"1,00,00,000"
4977,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8596,"1,00,00,000"
4978,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8510,"1,00,00,000"
4979,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8577,"1,00,00,000"
4980,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8631,"1,00,00,000"
4981,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8582,"1,00,00,000"
4982,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8590,"1,00,00,000"
4983,00800202107070000001869,07/Jul/2021,FUTURE GAMING AND HOTEL SERVICES PR,8517,"1,00,00,000"
4984,00509202107070000001870,07/Jul/2021,HARDESH ORES PVT LTD,3977,"1,00,00,000"
4985,00509202107070000001870,07/Jul/2021,HARDESH ORES PVT LTD,3980,"1,00,00,000"
4986,00509202107070000001870,07/Jul/2021,HARDESH ORES PVT LTD,3978,"1,00,00,000"
4987,00001202107070000001872,07/Jul/2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13884,"10,00,000"
4988,00001202107070000001872,07/Jul/2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13878,"10,00,000"
4989,00001202107070000001872,07/Jul/2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13886,"10,00,000"
4990,00001202107070000001872,07/Jul/2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13874,"10,00,000"
4991,00001202107070000001872,07/Jul/2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13882,"10,00,000"
4992,00001202107070000001872,07/Jul/2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13876,"10,00,000"
4993,00001202107070000001872,07/Jul/2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13880,"10,00,000"
4994,00001202107070000001875,07/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13877,"10,00,000"
4995,00001202107070000001875,07/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13883,"10,00,000"
4996,00001202107070000001875,07/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13885,"10,00,000"
4997,00001202107070000001875,07/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13879,"10,00,000"
4998,00001202107070000001875,07/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13881,"10,00,000"
4999,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13211,"10,00,000"
5000,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13207,"10,00,000"
5001,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13209,"10,00,000"
5002,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13213,"10,00,000"
5003,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13201,"10,00,000"
5004,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13205,"10,00,000"
5005,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13203,"10,00,000"
5006,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,2207,"1,00,000"
5007,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,2211,"1,00,000"
5008,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,2213,"1,00,000"
5009,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,2209,"1,00,000"
5010,00300202107070000001880,07/Jul/2021,PRARAMBH SECURITIES PVT LTDOWN A/C,2195,"1,00,000"
5011,00300202107070000001878,07/Jul/2021,RAJESH M AGRAWAL,9119,"1,00,00,000"
5012,00300202107070000001878,07/Jul/2021,RAJESH M AGRAWAL,9117,"1,00,00,000"
5013,00001202107070000001864,07/Jul/2021,RITESH NIRMAN PVT LTD,13852,"10,00,000"
5014,00001202107070000001864,07/Jul/2021,RITESH NIRMAN PVT LTD,13856,"10,00,000"
5015,00001202107070000001864,07/Jul/2021,RITESH NIRMAN PVT LTD,13858,"10,00,000"
5016,00001202107070000001864,07/Jul/2021,RITESH NIRMAN PVT LTD,13854,"10,00,000"
5017,00001202107070000001865,07/Jul/2021,RITESH PROJECTS PVT LTD,8327,"1,00,00,000"
5018,00001202107070000001865,07/Jul/2021,RITESH PROJECTS PVT LTD,8329,"1,00,00,000"
5019,00001202107070000001865,07/Jul/2021,RITESH PROJECTS PVT LTD,13857,"10,00,000"
5020,00001202107070000001865,07/Jul/2021,RITESH PROJECTS PVT LTD,13853,"10,00,000"
5021,00001202107070000001865,07/Jul/2021,RITESH PROJECTS PVT LTD,13859,"10,00,000"
5022,00001202107070000001865,07/Jul/2021,RITESH PROJECTS PVT LTD,13855,"10,00,000"
5023,00001202107070000001865,07/Jul/2021,RITESH PROJECTS PVT LTD,13861,"10,00,000"
5024,00001202107070000001873,07/Jul/2021,SENGUPTA AND SENGUPTA PRIVATE LIMIT,8328,"1,00,00,000"
5025,00001202107070000001862,07/Jul/2021,SHREE SALASAR PROPERTIES & FINANCE PVT LTD,8326,"1,00,00,000"
5026,00001202107070000001863,07/Jul/2021,SPEED BUSINESS PVT LTD,13862,"10,00,000"
5027,00001202107070000001863,07/Jul/2021,SPEED BUSINESS PVT LTD,13860,"10,00,000"
5028,00001202107070000001863,07/Jul/2021,SPEED BUSINESS PVT LTD,13864,"10,00,000"
5029,00001202107070000001863,07/Jul/2021,SPEED BUSINESS PVT LTD,13866,"10,00,000"
5030,00001202107070000001871,07/Jul/2021,SREENATH FINVEST PRIVATE LIMITED,13844,"10,00,000"
5031,00001202107070000001874,07/Jul/2021,SSALASAR FINANCIAL ADVISORY SERVICE PVT LTD,8330,"1,00,00,000"
5032,00001202107070000001877,07/Jul/2021,SUMAN AGARWAL,1406,"1,00,000"
5033,00001202107070000001877,07/Jul/2021,SUMAN AGARWAL,1402,"1,00,000"
5034,00001202107070000001877,07/Jul/2021,SUMAN AGARWAL,1408,"1,00,000"
5035,00001202107070000001877,07/Jul/2021,SUMAN AGARWAL,1404,"1,00,000"
5036,00001202107070000001866,07/Jul/2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13875,"10,00,000"
5037,00001202107070000001866,07/Jul/2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13865,"10,00,000"
5038,00001202107070000001866,07/Jul/2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13873,"10,00,000"
5039,00001202107070000001866,07/Jul/2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13863,"10,00,000"
5040,00001202107070000001866,07/Jul/2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13871,"10,00,000"
5041,00001202107070000001866,07/Jul/2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13869,"10,00,000"
5042,00001202107070000001866,07/Jul/2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13867,"10,00,000"
5043,00001202107070000001868,07/Jul/2021,VARAS INTERNATIONAL PRIVATE LIMITED,13872,"10,00,000"
5044,00001202107070000001868,07/Jul/2021,VARAS INTERNATIONAL PRIVATE LIMITED,13868,"10,00,000"
5045,00001202107070000001868,07/Jul/2021,VARAS INTERNATIONAL PRIVATE LIMITED,13870,"10,00,000"
5046,00001202107070000001868,07/Jul/2021,VARAS INTERNATIONAL PRIVATE LIMITED,1405,"1,00,000"
5047,00001202107070000001868,07/Jul/2021,VARAS INTERNATIONAL PRIVATE LIMITED,1409,"1,00,000"
5048,00001202107070000001868,07/Jul/2021,VARAS INTERNATIONAL PRIVATE LIMITED,1407,"1,00,000"
5049,00001202107070000001868,07/Jul/2021,VARAS INTERNATIONAL PRIVATE LIMITED,1401,"1,00,000"
5050,00001202107070000001868,07/Jul/2021,VARAS INTERNATIONAL PRIVATE LIMITED,1403,"1,00,000"
5051,00001202107080000001885,08/Jul/2021,HIMALAYAN ENDEAVOUR PVT LTD,8331,"1,00,00,000"
5052,00001202107080000001885,08/Jul/2021,HIMALAYAN ENDEAVOUR PVT LTD,13893,"10,00,000"
5053,00001202107080000001885,08/Jul/2021,HIMALAYAN ENDEAVOUR PVT LTD,13895,"10,00,000"
5054,00001202107080000001885,08/Jul/2021,HIMALAYAN ENDEAVOUR PVT LTD,13891,"10,00,000"
5055,00001202107080000001885,08/Jul/2021,HIMALAYAN ENDEAVOUR PVT LTD,13846,"10,00,000"
5056,00001202107080000001885,08/Jul/2021,HIMALAYAN ENDEAVOUR PVT LTD,13889,"10,00,000"
5057,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13599,"10,00,000"
5058,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12788,"10,00,000"
5059,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13587,"10,00,000"
5060,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13593,"10,00,000"
5061,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12782,"10,00,000"
5062,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13663,"10,00,000"
5063,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13579,"10,00,000"
5064,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13565,"10,00,000"
5065,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13567,"10,00,000"
5066,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13665,"10,00,000"
5067,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13675,"10,00,000"
5068,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13661,"10,00,000"
5069,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12772,"10,00,000"
5070,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13657,"10,00,000"
5071,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13679,"10,00,000"
5072,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13667,"10,00,000"
5073,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12800,"10,00,000"
5074,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12794,"10,00,000"
5075,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12798,"10,00,000"
5076,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13673,"10,00,000"
5077,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13571,"10,00,000"
5078,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13655,"10,00,000"
5079,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13569,"10,00,000"
5080,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13671,"10,00,000"
5081,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13581,"10,00,000"
5082,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13669,"10,00,000"
5083,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13651,"10,00,000"
5084,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12776,"10,00,000"
5085,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13585,"10,00,000"
5086,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12784,"10,00,000"
5087,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12780,"10,00,000"
5088,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12786,"10,00,000"
5089,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13575,"10,00,000"
5090,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13583,"10,00,000"
5091,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13589,"10,00,000"
5092,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12796,"10,00,000"
5093,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13595,"10,00,000"
5094,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13597,"10,00,000"
5095,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13577,"10,00,000"
5096,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13591,"10,00,000"
5097,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13561,"10,00,000"
5098,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13563,"10,00,000"
5099,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13659,"10,00,000"
5100,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12774,"10,00,000"
5101,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12778,"10,00,000"
5102,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13573,"10,00,000"
5103,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13653,"10,00,000"
5104,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12790,"10,00,000"
5105,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,12792,"10,00,000"
5106,00691202107080000001884,08/Jul/2021,J.K.CEMENT LTD.,13677,"10,00,000"
5107,00001202107080000001881,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,13887,"10,00,000"
5108,00001202107080000001881,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,13848,"10,00,000"
5109,00001202107080000001881,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,13850,"10,00,000"
5110,00001202107080000001882,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,13894,"10,00,000"
5111,00001202107080000001882,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,13888,"10,00,000"
5112,00001202107080000001882,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,13892,"10,00,000"
5113,00001202107080000001882,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,13890,"10,00,000"
5114,00001202107080000001881,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,1411,"1,00,000"
5115,00001202107080000001881,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,1413,"1,00,000"
5116,00001202107080000001881,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,1417,"1,00,000"
5117,00001202107080000001881,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,1419,"1,00,000"
5118,00001202107080000001881,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,1415,"1,00,000"
5119,00001202107080000001881,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,1421,"1,00,000"
5120,00001202107080000001881,08/Jul/2021,LAXMI INDUSTRIAL BOTTLING PLAN,1425,"1,00,000"
